8873,22.7,-6,-0.7,-9,-0.17,,,51,4.82,37,-12,25,77.32,22.68,20.59,-0.67,-0.36,-1.03,,-0.97,1.57,-1.52,2.5,-3.7,-1.98,11.69,1.37,2.82,-2.9,3.03,32.43,5.74,45.5,3.86,0.56,27.03,3.29,5.29,35.61,11.23,13.23,60.07,39.93,1.28,1,2.5,0.28,66.12,76.1,1.65,5.52,43.67,1.57,0
12101,42.9,468,16.5,1,0.01,,,91,7.41,399,-250,149,57.13,42.87,15.83,16.48,-14.49,1.99,98.79,0.02,0.77,0.02,,,,9.57,8.8,5.25,217.4,4.61,0.88,1.76,7.25,57.99,9.4,1.42,3.88,2.65,10.85,31.5,70.84,113.19,-13.19,0.67,0.51,,,5.74,13.05,,63.62,1.51,0.77,1
282,81.3,125,9,80,0.97,0.04,4.1,82,8.28,109,-142,-32,18.71,81.29,44.24,8.99,-0.54,8.44,37.7,5.37,1.43,7.67,1.65,12.54,10.72,12.69,10.15,-2.32,-0.4,0.47,4.67,,61.15,22.19,3.35,12.67,,7.47,20.14,16.69,2.67,39.51,60.49,3.04,0.26,1.65,0.28,11.66,173.37,655.75,31.3,7.16,1.43,0
5027,20.2,328,10.7,206,33.42,,,6,307.29,55,-7,48,79.75,20.25,9.51,10.74,-0.2,10.54,36.1,6.75,1.31,8.85,1.3,11.78,11.02,11.23,0.23,1.58,0.24,60.65,0.31,,80.04,0.91,16.89,5.7,10.49,,20.18,0.44,2.38,22.99,77.01,3.97,3.02,1.3,0.01,0.89,20.09,44.42,408.48,148.39,1.31,0
6809,32.2,424,14.8,267,4.42,1.52,36.8,60,24.96,335,-55,280,67.83,32.17,17.41,14.76,-1.18,13.57,30.68,9.29,1.03,9.61,1.94,18.24,13.98,13,1.93,9.74,1.04,20.46,13.85,2.06,47.55,12.63,4.8,7.58,7.36,1.43,17.29,20.95,10.2,48.43,51.57,2.75,1.98,1.94,0.41,45.99,35.27,68.5,7.94,8,1.03,0
4639,15,120,8,51,1.16,,,44,12.46,-58,-134,-193,84.7,15.3,6.8,8.04,-3.53,4.51,24.79,3.38,1.21,4.11,2.66,10.11,6.18,137.02,8.98,-12.89,-3.81,20.43,14.89,18.25,72.69,23.22,3.15,7.97,,7.83,54.47,4.94,3.05,62.46,37.54,1.33,0.65,2.66,0.13,39.2,29.63,72.44,9.31,5.46,1.21,0
12342,,547,17.5,183,1.91,0.88,46.5,101,6.99,485,-157,328,,,64.1,17.55,-4.85,12.7,35.87,5.83,0.78,4.53,7.53,33.47,8.55,31.23,5.02,10.54,1.79,1.34,8.91,2.75,13,28.44,8.42,1.34,3.38,3.74,9.26,68.06,9.41,86.73,13.27,1.4,1.11,7.53,5.13,42.97,,,8.49,2.67,0.78,1
5535,,925,28.4,633,1.18,0.3,17.5,523,8.27,3081,,3081,,,15.13,28.39,,28.39,35.38,18.33,0.02,0.31,41.33,13.48,,-25.47,,94.57,4.87,1.45,2.74,-4.19,,0.11,-0.36,,,-15.3,,79.85,-79.85,97.29,2.71,,,41.33,33,,,,,13.29,0.02,0
1107,100,1108,27.2,1086,0.8,0.05,6.8,1357,2.31,770,-156,613,,100,69.78,27.24,13.85,41.09,35.03,26.7,0.72,19.15,2.07,40.28,34.79,22.29,3.85,15.08,0.56,47.44,19.89,6.02,73.35,4.64,13.06,4.03,17.12,15.33,37.75,2.39,11.49,51.64,48.36,1.94,1.78,2.07,0.05,44.14,,,8.27,14.98,0.72,0
11709,,391,30.4,260,0.86,0.67,78.2,300,15.26,328,-80,248,,,43.32,30.4,-2.6,30.4,33.39,20.16,0.03,0.69,8.22,5.53,,1.73,6.25,19.31,0.95,1.84,,,,0.66,,,,,,11.58,,87.83,12.17,,,8.22,0.95,,,,,4.8,0.03,0
3015,19,-18,-4,-32,-1.37,,,24,3,14,-12,2,81.48,18.52,22.36,-3.84,-3.17,-7.01,,-6.82,1.28,-8.7,5.21,-40.17,-12.28,-36.87,2.53,0.38,-0.06,25.35,22.42,4.76,63.63,21.24,15.13,14.05,10.16,,24.21,50.6,6,80.81,19.19,2.63,1.97,5.21,2.64,68.29,47.92,65.17,5.34,5.77,1.28,0
56,100,1508,25,586,2.01,,,288,19,1492,-481,1011,,100,6.85,25.18,-9.1,16.08,39.15,8.87,0.31,2.74,4.18,11.32,7.33,6.51,8.03,16.88,1.73,5.87,2.5,7.77,18.48,58.73,8.92,1.99,7.4,,11.81,40.96,18.67,71.44,28.56,1.56,0.71,4.18,1.71,26.02,,,14.03,0.52,0.31,1
5732,64.9,22,3.6,20,0.05,0.77,,201,10.01,244,-1192,-948,35.13,64.87,7.58,3.6,-24.86,-21.26,,1.49,0.12,0.17,3.07,0.58,2.87,9.6,191.3,-152.11,-47.36,0.19,,0.81,1,92.88,6.12,,0.35,2.61,3.16,58.3,4.12,65.57,34.43,0.32,0.06,3.07,1.79,,,,,0.12,0.12,1
3408,66,79,17.2,57,0.62,0.08,12.9,91,4.05,101,-79,22,33.99,66.01,40.33,17.18,0.51,17.69,29.95,12.39,0.83,10.27,1.5,15.65,15.2,-26.54,17.22,4.78,0.39,10.79,7.62,4.18,22.59,49.93,26.61,,4.78,3.76,8.54,,24.75,33.29,66.71,2.65,2.16,1.5,,29.45,25.47,,12.39,1.79,0.83,0
8099,50.2,520,16.8,335,1.44,0.9,61.4,221,14,841,-404,438,49.84,50.16,,16.79,-2.89,13.9,20.78,10.33,0.3,3.12,3.44,10.3,7.13,-15.57,13.04,14.14,1.3,0.2,3.74,3.39,9.22,72.67,18.11,3.15,0.45,3.39,9.46,29.08,32.4,70.93,29.07,0.97,0.42,3.44,1,16.73,76.62,-9.95,21.82,0.42,0.3,0
1465,,2,9,2,0.25,0.32,128,9,5.28,1,-1,0,,,43.44,8.99,-27.2,8.99,,9.15,0.03,0.32,16.82,4.76,,-9.71,3.59,0.35,0.04,4.35,0.46,,,1.38,,0.12,0.1,,,2,,91.92,8.08,,,16.82,0.34,,,,,2.22,0.03,1
9336,19.1,763,11,317,1.91,,,166,7.35,682,-361,321,80.9,19.1,7.26,10.95,-4.23,6.72,35.82,2.64,0.82,2.16,5.78,15.75,6.84,-0.47,5.18,4.61,1.01,4.55,11.2,1.27,30.29,31.26,12.36,13.59,7.13,1.78,26.77,38.54,17.39,82.71,17.29,1.13,0.59,5.78,2.23,45.24,70.46,47.83,8.07,2.58,0.82,0
1119,11.8,17,1.7,29,0.38,,,76,6.02,209,-276,-67,88.15,11.85,10.17,1.68,-1.46,0.22,43.52,2.93,0.82,2.42,2.89,6.63,5.11,25.18,28.1,-6.82,-2.33,1.69,16.62,5.24,32.69,53.75,1.96,8.34,10.31,0.03,18.68,27.64,19.11,65.43,34.57,1.75,0.98,2.89,0.8,85.19,39.4,95.8,4.28,1.63,0.82,0
6105,53.6,131,13.1,113,1.24,,,90,5.46,142,-42,101,46.41,53.59,40.44,13.1,0.56,13.66,17.49,11.27,1.61,18.12,1.41,25.99,26.06,26.75,4.16,10.06,0.89,37.04,15.94,3.92,75.54,9.73,7.73,9.56,7.75,3.83,22.33,,6.96,29.29,70.71,3.38,2.37,1.41,,27.17,40.15,85.56,13.43,14.54,1.61,0
12069,74,70,19.7,94,1.05,1.13,115.5,89,19.66,201,-437,-236,26,74,9.75,19.74,9.49,29.24,0.71,26.32,0.1,2.64,2.07,5.33,4.56,5.4,123.2,-66.67,-2.51,0.51,1.66,0.86,3.03,93.54,3.44,,,4.55,6.48,40.92,4.36,51.77,48.23,0.47,0.33,2.07,0.85,59.6,,,6.12,0.11,0.1,0
2242,60.5,193,3.8,74,1.4,0.4,32.5,49,13.65,314,-245,69,39.46,60.54,40.63,3.82,-1.15,2.68,51.51,1.33,1.65,2.2,4.91,8.73,5.99,14.8,4.86,1.37,0.93,9.06,18.51,3.4,30.96,47.92,3.39,8.91,11.49,,21.42,30.15,28.06,79.63,20.37,1.45,1.29,4.91,1.48,40.4,49.93,,9.03,3.44,1.65,0
10589,34.9,17,6.5,1,0.01,,,82,,85,-65,20,65.14,34.86,7.18,6.53,-3.46,3.07,92.82,0.22,0.5,0.11,1.46,0.16,0.73,16.37,24.4,7.33,33.27,2.39,9.38,0.36,14.21,82.67,2.46,2.97,2.03,0.32,7.82,23.47,,31.29,68.71,1.82,1.51,1.46,0.34,75.89,28.45,67.96,4.81,0.61,0.5,0
317,,70,44,49,0.79,0.42,53,62,5.43,55,-8,46,,,29.51,43.96,-1.47,43.96,29.23,31.11,0.05,1.67,9.15,15.55,,5.68,5.24,29.2,0.94,5.39,,,,2.01,,0.22,,,,,,89.07,10.93,,,9.15,,,,,,2.59,0.05,0
7374,0.8,-2645,-3.1,-3352,-5.17,1.79,,650,67.52,5294,-4683,611,99.2,0.8,3.94,-3.14,-3.24,-6.38,,-4.56,0.71,-3.25,2.22,-7.09,-2.49,-10.39,5.56,0.73,-0.18,3.84,6.68,0.63,27.75,46.83,17.05,1.03,3.07,13.48,20.79,19.17,14.9,54.86,45.14,1.33,0.51,2.22,0.45,25,4.94,108.4,14.6,1.56,0.71,0
9847,39.4,409,11.2,259,4.04,1.2,48.1,64,21,480,-167,313,60.63,39.37,22.09,11.16,-1.11,10.04,28.94,7.14,1.03,7.33,2.65,19.76,14.27,-3.42,4.56,8.52,1.21,29.14,12.5,5.43,54.47,22.45,3.35,13.12,13.74,4.83,31.69,19.33,11.18,62.2,37.8,1.72,1.31,2.65,0.51,48.56,81.02,12.31,7.52,4.42,1.03,0
3724,47,206,8,130,0.63,0.3,48,209,3,236,-72,164,53.45,46.55,35.62,7.93,0.05,7.99,35.64,5.01,1.92,9.63,1.89,19.29,13.7,7.7,2.77,6.3,1.26,1.4,13.22,5.94,25.08,44.59,7.78,6.86,7.64,1.91,16.41,,30.61,47.02,52.98,1.53,0.89,1.89,0.32,25.04,27.5,16.92,14.58,4.37,1.92,0
7706,34.2,87,6.4,53,0.46,,,117,8.42,84,-22,63,65.83,34.17,11.92,6.45,-0.96,5.49,28.05,3.95,0.98,3.86,1.46,5.7,5.05,24.34,1.59,4.65,1.18,37.71,13.44,4.77,65.43,3.87,10.17,3.25,4.16,3.16,26.37,,5.32,31.69,68.31,2.48,1.94,1.46,,45.98,17.69,79.44,7.94,23.39,0.98,0
3125,4.6,-317,-6.1,-431,-4.19,,,110,6.51,208,-99,109,95.35,4.65,5.99,-6.06,-2.62,-8.68,,-8.86,0.98,-8.69,5.58,-43.05,-15.09,-35.42,1.89,2.08,-0.25,18.7,17.16,3.12,50.99,29.3,8.87,11.87,7.94,2.35,22.83,19.14,24.88,66.84,33.16,2.23,1.57,5.58,1.07,65.14,52.16,68.21,5.6,3.14,0.98,0
8205,32.9,370,18.2,-135,3.28,2.72,83,60,12,546,-459,87,67.06,32.94,3.08,18.2,-1.97,16.23,,9.64,1.1,10.62,2.77,29.4,15.75,10.35,22.58,4.28,-0.64,1.59,8.9,1.64,14.5,78.09,7.41,5.14,2.51,1.07,10.66,39.46,13.74,63.87,36.13,1.36,0.98,2.77,1.12,27.04,26.5,11.31,13.49,1.5,1.1,0
12162,21.4,115,8.1,52,1.68,,,30,21.71,-82,-4,-86,78.59,21.41,13.28,8.14,-2.01,6.13,40.45,3.31,1.08,3.57,2.58,8.98,6.67,16.72,0.26,-6.05,-1.66,0.72,8.97,0.2,88.46,0.91,10.63,6.14,,8,14.14,12.5,31.22,57.86,42.14,6.26,0.69,2.58,0.32,,26.56,,,116.32,1.08,0
13158,8.8,27,0.7,12,0.41,0.63,,28,27.01,40,-78,-38,91.2,8.8,8.11,0.69,-0.15,0.54,32.32,0.3,1.71,0.5,2.88,1.51,2.08,-6.52,1.98,-0.97,-3.29,2.8,8.72,5.29,47.39,20.16,24.84,,3.12,29.27,35.82,17.78,11.72,65.32,34.68,1.32,0.32,2.88,0.51,17,63.77,26.15,21.47,8.67,1.71,0
12494,23.2,242,7.3,148,3.37,0.3,8.6,44,11.28,216,-5,211,76.79,23.21,14.11,7.27,-0.09,7.19,38.14,4.45,3.25,14.46,2.14,30.95,23.73,4.28,0.14,6.36,1.43,16.37,48.21,1.82,66.4,22.64,7.85,22.41,,6.79,37.03,8.2,8.07,53.29,46.71,1.79,1.74,2.14,0.18,52.48,31.74,,6.96,15.52,3.25,0
6998,,1073,26,858,0.89,0.18,20,943,10.78,1355,-152,1203,,,45.87,26.04,-5.56,26.04,21.83,20.28,0.05,0.96,8.94,8.76,,3.83,3.69,29.2,1.4,5.07,,,,1.4,,,1.6,,,7.67,,88.49,11.51,,,8.94,0.69,,,,,3.32,0.05,0
9113,28.1,92603,4.4,88396,15286,,,6,,162221,-65956,96265,71.91,28.09,14.62,4.44,1.22,5.66,26.4,4.24,0.96,4.05,1.48,6.01,5.06,-4.09,3.16,4.61,1.09,23.56,9.18,1.62,41.45,47.8,9.15,20.02,,12.45,39.19,0.4,-0.4,,100,1.56,1.23,1.48,,34.88,69.7,2.52,10.46,1.96,0.96,0
4661,66.1,609,39.5,159,1.14,2,175.4,140,31.19,376,-861,-485,33.91,66.09,5.14,39.47,-27.4,12.06,,10.26,0.12,1.24,3.05,3.61,4.54,1.88,55.76,-31.4,-3.05,3.65,6.31,2.31,12.27,78.22,9.51,,0.47,2,2.47,58.33,6.44,67.24,32.76,4.97,4.04,3.05,1.78,26.25,,,13.9,0.16,0.12,1
2222,24.8,42,3.7,32,0.62,,,52,3.43,71,-32,39,75.22,24.78,19.25,3.69,0.22,3.91,26.39,2.84,1.26,3.59,5.1,15.01,10.74,8.05,2.82,3.43,1.21,8.17,28.66,2.09,38.91,4.98,10.35,4.55,15.06,9.78,31.13,20.24,29.02,80.39,19.61,1.25,1.18,5.1,1.03,91.86,17.08,,3.97,24.2,1.26,0
10436,22.5,54,4.1,94,2.39,,,39,5.23,17,-43,-26,77.5,22.5,17.49,4.13,-1.96,2.17,38.6,0.8,3.76,3.02,2.64,7.76,5.58,8.24,3.3,-2.01,-0.28,1.56,32.14,6.7,66.87,24.41,0.71,19.4,2.98,4.99,29.14,24.28,8.64,62.05,37.95,2.29,1.16,2.64,0.68,31.79,25.3,41.5,11.48,17.67,3.76,0
3519,37.2,164,11.9,102,0.66,,,155,8.93,397,-74,324,62.83,37.17,7.89,11.85,-4.37,7.48,36.41,6.56,0.34,2.21,3.57,8.02,4.46,-6.84,5.32,23.38,3.18,11.45,6.98,2.75,21.18,52.34,20.65,0.56,4.41,1.22,10.23,44.55,17.19,71.97,28.03,2.07,1.8,3.57,1.59,69.22,10.08,,5.27,0.61,0.34,0
6094,100,251,7,164,3.7,0.3,7,44,37.69,211,-92,119,,100,89.12,7.01,-0.81,6.19,25.4,4.58,0.98,4.5,2.33,10.06,9.49,22.52,2.55,3.34,0.73,4.69,25.56,2.83,33.08,6.14,14.91,,16.67,15.97,34.29,11.77,10.93,57,43,0.96,0.88,2.33,0.27,82.95,,,4.4,16.29,0.98,1
1127,18.5,144,3.7,95,0.95,,,99,,49,-167,-118,81.47,18.53,9.93,3.67,-0.89,2.77,10.09,2.42,1.02,2.47,3.14,8.06,6.57,15.46,4.25,-3,-1.24,0.66,16.56,,31.94,50.04,6.29,15.18,,,16.53,41.66,10,68.19,31.81,1.93,1.04,3.14,1.31,59.18,67.22,54.84,6.17,1.99,1.02,0
4129,,4200,23.4,3317,1.73,0.2,11.6,1921,14.36,5241,,5241,,,28.62,23.41,-24.28,23.41,22.26,18.57,0.06,1.13,11.16,12.8,,8.92,,29.22,1.58,4.71,,,,0.81,,,,,,10.25,,90.41,9.59,,,11.16,1.14,,,,,7.55,0.06,1
3098,77,-456,-45.1,-312,-3.82,0.24,,84,24.4,675,-567,108,23.03,76.97,5.05,-45.14,-3.23,-48.37,,-30.89,0.27,-8.2,1.69,-14.22,-11.23,-48.75,56.17,10.7,-0.35,0.11,6.62,0.88,11.82,67.13,0.98,0.88,6.85,3.56,11.29,11.4,18.14,40.83,59.17,1.05,0.6,1.69,0.19,88.01,103.1,244.85,4.15,0.39,0.27,0
8786,39.6,-10,-1.8,-10,-0.97,,,10,9.99,36,-13,23,60.38,39.62,30.81,-1.82,-0.8,-2.62,,-1.64,1.72,-2.82,3.13,-8.68,-2.75,8.31,2.33,4.14,-2.3,,21.64,5.99,28.08,71.19,0.74,5.61,2.77,10.1,18.81,,49.27,68.08,31.92,1.49,1.15,3.13,1.08,42.48,21.97,22.27,8.59,2.37,1.72,0
9726,36,94,6.3,79,1.12,0.64,70.3,70,12.93,141,-75,66,64.02,35.98,29.73,6.25,-0.41,5.84,36.51,4.47,1,4.48,1.92,8.8,5.58,8.8,4.96,4.4,0.84,0.8,8.22,3.6,19.06,19.79,1.26,3.09,2.79,1.42,8.29,27.21,12.44,47.94,52.06,2.3,1.09,1.92,0.52,29.73,16.83,49.3,12.28,5.17,1,1
8368,18.6,308,6.7,174,1.66,1,60.2,104,15.9,421,-136,284,81.42,18.58,11.41,6.73,-1.46,5.26,37.62,3.38,1.21,4.09,2.55,10.79,7.01,-3.45,2.98,6.22,1.64,2.73,15.41,2.48,36.43,32.28,1.77,9.13,2.58,2.62,15.36,33.87,11.57,60.8,39.2,2.37,1.18,2.55,0.86,46.54,40.46,63.02,7.84,3.68,1.21,1
9161,29,66,6.5,33,0.69,,,48,4.53,59,-9,50,70.62,29.38,21.57,6.47,-0.96,5.52,41.02,3.25,1.82,5.94,2.72,16.47,9.19,6.07,0.89,4.9,1.51,2.63,28.51,7.71,38.85,3.57,7.79,6.3,9.26,6.41,23.69,25.1,14.44,63.23,36.77,1.64,1.31,2.72,0.68,58.93,16.22,,6.19,56.25,1.82,0
9587,43.7,187,13.6,114,0.41,0.14,33.9,298,3.74,209,-40,169,56.25,43.75,21.08,13.63,-1.31,12.33,33.18,8.32,0.75,6.27,2.6,15.68,8.9,13.64,2.93,12.32,1.48,17.75,,19.36,42.23,1.97,4.12,16.47,,6.62,28.32,28.04,5.2,61.55,38.45,1.49,1.24,2.6,0.73,90.62,143.98,-4.32,4.03,35.7,0.75,1
10325,65,82,22,26,0.14,0.55,371,151,8,166,-567,-401,35.2,64.8,7.54,21.63,-14.64,6.99,,5.4,0.15,0.79,1.92,1.6,2.86,18.39,150.54,-106.5,-15.22,0.1,,0.12,0.22,94.21,4.76,,,3.49,3.49,42.13,2.41,48.03,51.97,0.06,0.03,1.92,0.81,,,,,0.16,0.15,1
14344,34.7,-15,-6.1,-32,-0.37,,,86,1.44,4,-26,-22,65.27,34.73,37.55,-6.13,-5.22,-11.35,,-12.7,0.81,-10.27,2.41,-23.19,-11.89,0.27,10.41,-8.65,0.68,60.63,20.68,2.49,83.79,12.47,1.15,0.63,9.28,2.02,12.38,44.03,2.12,58.53,41.47,6.77,6.57,2.41,1.06,86.49,3.3,,4.22,7.89,0.81,0
8893,100,4503,54.2,3116,2.56,0.29,8.3,1215,6.41,4135,-299,3836,,100,41.55,54.17,-0.04,54.14,30.76,37.34,0.63,23.34,1.9,43.27,43.04,12.92,3.6,46.15,1.23,50.6,16.27,10.02,76.89,3.69,6.82,2.37,20.31,19.01,42.35,,5.1,47.45,52.55,1.82,1.58,1.9,,41.35,,,8.83,16.73,0.63,1
448,24.8,-4,-2.1,-3,-0.19,,,14,5.9,9,-3,5,75.22,24.78,17.91,-2.07,0.06,-2.01,,-1.29,1.45,-1.87,1.72,-3.17,-2.03,0.39,1.52,2.62,-2.03,3.02,30.12,6.14,66.8,5.23,2.78,11.59,9.4,12.46,35.68,4.73,1.58,42,58,1.87,0.93,1.72,0.08,78.75,34.11,132.98,4.63,27.56,1.45,0
13388,35.5,339,16,207,9.76,4,40.9,21,19.97,491,-19,472,64.49,35.51,8.15,15.97,-2.5,13.48,27.8,9.73,1.21,11.74,4.12,52.03,32.54,15.6,0.9,22.2,2.28,18.99,14.55,6.49,41.08,2.46,3.7,,,43.81,46.36,18.01,11.34,75.71,24.29,0.89,0.72,4.12,0.74,40.39,39.42,14.75,9.04,48.04,1.21,0
161,,105,20.1,74,1.77,0.57,32.2,42,21.55,131,-27,104,,,48.75,20.13,-1.79,20.13,29.3,14.23,0.06,0.81,10.49,8.53,,10.44,5.25,19.92,1.4,8.63,,,,2.52,,,,,,0.39,,90.47,9.53,,,10.49,0.04,,,,,2.18,0.06,1
11079,65.3,638,26.2,367,2.97,1,34.9,124,19.55,616,-86,529,34.67,65.33,30.85,26.19,-2.63,23.57,34.87,15.08,0.53,7.97,2.12,16.33,11.03,5.75,3.55,21.75,1.44,2.74,7.21,2.99,12.95,6.43,2.41,0.43,4.01,5.03,17.61,24.51,10.81,52.93,47.07,0.74,0.57,2.12,0.52,48.46,8.69,,7.53,8.27,0.53,0
10540,47.2,417,17,-57,-0.5,,,113,2.44,253,-35,218,52.83,47.17,28.08,16.97,-13.55,3.42,48.19,-2.32,0.45,-1.03,14.3,-29.84,2.2,7.15,1.42,8.87,-3.82,7.95,8.59,2.98,20.34,2.65,3.68,1.64,5.04,10.19,17.63,58.77,16.61,93.01,6.99,1.15,0.94,14.3,8.4,65.81,24.75,52.45,5.55,15.7,0.45,0
2813,80.2,-6,-62.8,-8,-0.1,,,81,-0.19,-5,0,-5,19.82,80.18,134.36,-62.8,-21.65,-84.45,,-86.6,1.68,-145.48,,,,52.42,3.3,-57.47,0.68,1.03,53.37,4.09,58.49,21.22,0.44,20.53,5.94,90.2,125.48,127.05,125.92,378.45,-278.45,0.47,0.43,,,109.41,178.51,,3.34,9.51,1.68,0
5741,19.9,-8,-3.7,-8,-0.8,,,13,0.89,-1,-11,-12,80.07,19.93,17.44,-3.68,-0.14,-3.81,,-4.69,2.4,-11.29,38.32,-219.34,-213.11,-13.79,4.74,-5.22,1.42,22.21,14.77,7.02,46.52,50.69,1.51,4.71,45.1,12.52,62.33,,35.06,97.39,2.61,0.75,0.59,38.32,,15.89,11.08,9.55,22.98,4.81,2.4,0
8322,36.3,27,5.6,21,1.64,0.1,6.1,13,13.5,23,-5,18,63.69,36.31,30.48,5.61,-1.49,4.12,25.94,4.3,1.46,6.28,2.03,13.16,9.89,9.55,1.02,3.64,0.85,0.54,27.92,2.56,61,9.07,13.35,5.32,9.56,,19.18,24.25,7.19,50.62,49.38,3.18,1.48,2.03,0.49,65.65,22.1,170.05,5.56,14.76,1.46,0
114,24,4,5,2,0.33,,,7,4.9,6,-1,5,75.63,24.37,13.47,5,-0.76,4.24,33.13,2.83,1.61,4.56,1.51,7.54,7.36,2.16,1.52,5.41,1.91,1.04,19.85,3.68,45.92,21.61,,10.09,8.86,1.3,21.85,6.93,5.21,34,66,2.1,0.96,1.51,0.11,44.13,28.6,77.76,8.27,7.26,1.61,0
5908,64.2,304,28.6,156,1.32,2.72,205.6,99,17.93,401,-844,-443,35.81,64.19,6.33,28.64,-13.38,15.25,,12.31,0.18,2.29,3.12,7.67,6.05,22.8,79.38,-41.66,-2.83,0.67,1.49,4.05,6.2,85.57,3.93,,,6.4,6.4,48.21,4.01,58.63,41.37,0.97,0.34,3.12,1.51,28.61,,,12.76,0.22,0.18,0
6975,,12,22,13,1.3,0.09,7,9,17,17,-1,16,,,45.57,21.89,-5.67,21.89,31.02,21.03,0.04,0.81,9.71,7.9,,-6.53,1.04,30.08,1.31,2.19,0.27,,,1.82,,,0.49,,,4.88,,89.7,10.3,,,9.71,0.47,,,,,2.07,0.04,1
12176,78.2,9,2.3,-3,-0.15,,,19,15.93,43,-28,15,21.82,78.18,69.19,2.33,-0.19,2.15,127.53,-0.71,1,-0.71,1.38,-0.95,-0.95,-1.44,7.04,3.87,-5.46,15.91,14.95,7.79,53.03,13.07,19.19,4.1,15.56,0.83,20.49,,6.98,27.46,72.54,2.59,1.51,1.38,,55.79,62.46,240.96,6.54,7.86,1,0
11732,,430,57.3,287,4.09,1.12,25.9,70,48.72,311,-9,301,,,32.45,57.26,-1.01,57.26,33.37,38.15,0.03,1.32,6.36,8.55,,-5.38,1.25,40.13,1.05,2.55,0.24,,,1.22,,,0.01,,,2.23,,84.29,15.71,,,6.36,0.14,,,,,2.73,0.03,0
3154,41,0,0,-40,-0.43,,,93,7,220,-112,108,59.23,40.77,18.56,,-2.84,-2.84,,-4.3,0.41,-1.78,3.7,-6.67,0.89,-17.08,12.03,11.69,-2.72,11.35,7.77,7.01,29.35,20.44,13.01,2.5,5.37,0.88,9.83,58.57,4.56,72.96,27.04,2.99,1.95,3.7,2.17,76.81,40.5,85.9,4.75,1.78,0.41,0
5236,34.1,352,21.8,321,3.34,1.6,48,73,6.21,521,-290,231,65.87,34.13,3.16,21.85,-1.8,20.05,0.54,15.39,1.26,19.42,3.29,63.91,28.65,30.79,18,14.33,0.72,22.62,7.82,0.99,33.53,63.23,3.24,4.22,2.78,1.17,10.3,46.89,12.45,69.64,30.36,3.26,2.96,3.29,1.54,23.14,21.71,17.94,15.77,1.82,1.26,1
1435,45.4,60,21.2,-37,-0.36,,,105,-6.36,48,-2,46,54.57,45.43,23.53,21.25,-21.25,,,-13.21,0.4,-5.26,,,,20.24,0.66,16.4,-1.24,0.37,9,15.91,25.28,2.08,30.17,2.59,0.25,22.28,25.12,142.81,22.27,190.21,-90.21,1.01,0.37,,,87.27,52.62,,4.18,17.98,0.4,0
11214,65.6,151,16.5,91,2.27,1.1,49.8,40,25.25,243,-343,-100,34.42,65.58,,16.48,-2.03,14.44,31.01,9.96,0.31,3.13,3.11,9.48,5.85,3.05,37.39,-10.87,-1.09,1.32,2.33,1.19,6.34,81.34,12.32,2.58,0.42,0.84,5.72,37.07,25.03,67.83,32.17,1.11,0.64,3.11,1.15,27.15,81.28,-1.06,13.44,0.39,0.31,0
6668,24,184,7,88,1.65,0.72,38,53,10,76,-43,33,76.42,23.58,16.79,6.49,-0.6,5.89,32.39,2.67,1.94,5.2,3.65,16.7,10.82,6.69,1.52,1.16,0.37,2.64,23.96,6.62,52.95,18.17,10.96,16.24,5.86,10.88,33.59,26.94,12.04,72.57,27.43,1.58,0.79,3.65,0.98,43.84,40.7,49.15,8.33,10.42,1.94,0
129,29.9,881,13.8,483,3.78,0.82,21.3,127,20.65,595,-283,312,70.14,29.86,16.08,13.79,-2.57,11.22,30.81,7.55,0.89,6.69,2.92,21.18,14,8.74,4.42,4.89,0.65,5.39,14.34,3.8,47.1,18.42,10.39,7.79,9.47,3.42,23.13,20.74,21.89,65.76,34.24,2.04,0.85,2.92,0.61,54.78,47.68,142.54,6.66,4.71,0.89,1
7395,24.3,-8,-12.9,-10,-6.7,,,1,7.89,0,0,0,75.68,24.32,26.16,-12.95,-3.67,-16.62,,-15.96,1.58,-25.24,3.1,-61.7,-33.78,-1.74,0.39,-0.65,0.04,19.41,15.43,4.96,64.34,5.64,0.52,15.82,7.06,5.35,44.36,21.1,2.25,67.7,32.3,1.45,0.79,3.1,0.65,51.75,46.05,81.32,7.05,26.04,1.58,0
824,18.6,1054,5,735,3.8,0.73,,195,,1062,-91,971,81.38,18.62,13.49,5,-0.12,4.87,27.72,3.49,2.65,9.22,2.87,27.53,18.18,,0.43,4.6,1.32,6.82,45.71,3.93,56.46,2.7,3.36,2.94,39.17,,46.44,12.99,5.77,65.19,34.81,1.22,1.13,2.87,0.37,65.93,4.9,,5.54,93.32,2.65,0
10175,,33915,40.2,23057,4.1,1.35,32,5324,32,17529,-150,17379,,,36.6,40.21,-1.65,40.21,30.39,25.87,0.05,1.36,10.21,13.68,,0.68,0.18,20.6,0.75,1.16,1.9,,,0.52,,,,,,10.9,,89.07,10.93,,,10.21,1.11,,,,,9.42,0.05,0
11242,35.3,113,5.1,61,1.35,0.99,58,46,9.95,168,-113,55,64.72,35.28,29.2,5.08,-0.36,4.72,41.72,2.77,1.87,5.18,2.99,14.45,11.08,7.9,5.07,2.48,0.9,3,19.37,4.56,36.76,25.09,4.22,18.08,18.54,0.28,36.9,15.96,13.69,66.55,33.45,1,0.61,2.99,0.48,38.49,53.78,11.52,9.48,7.69,1.87,1
